"show_id","type","title","country","date_added","release_year","rating","duration","listed_in","description"
"s365","TV Show","Centaurworld","null","2021-07-30 00:00:00","2021","TV-Y7","1 Season","Kids' TV, TV Comedies","On a quest to reunite with her trusty rider, a fearless war horse journeys through a whimsical world filled with magic, adventure and singing centaurs."
"s366","Movie","Eyes of a Thief",", France, Algeria","2021-07-30 00:00:00","2014","TV-14","103 min","Dramas, Independent Movies, International Movies","After a decade in prison, a Palestinian man with a dark secret returns to the West Bank and searches for the daughter he lost long ago."
"s367","TV Show","Glow Up","United Kingdom","2021-07-30 00:00:00","2021","TV-14","3 Seasons","British TV Shows, International TV Shows, Reality TV","In this competition show, aspiring makeup artists navigate colorful challenges to win a career-making opportunity in the beauty industry."
"s368","Movie","I'm Glad I Did","null","2021-07-30 00:00:00","2020","TV-14","114 min","Documentaries, International Movies","Glimpse into the life and decades-long career of Turkish performer Metin AkpÄ±nar through personal interviews with him and his contemporaries."
"s369","TV Show","Khawatir","null","2021-07-30 00:00:00","2009","TV-14","1 Season","International TV Shows, Reality TV","Saudi media personality Ahmad Al Shugairi travels around the world on a quest for knowledge in various cities while offering his personal reflections."
"s370","TV Show","Myth & Mogul: John DeLorean","null","2021-07-30 00:00:00","2021","TV-14","1 Season","British TV Shows, Crime TV Shows, Docuseries","In the automotive world, John DeLorean rose from engineer to executive to icon. But under the hood of his self-created legend lies darkness and deceit."
"s371","TV Show","Outer Banks","United States","2021-07-30 00:00:00","2021","TV-MA","2 Seasons","TV Action & Adventure, TV Dramas, Teen TV Shows","On an island of haves and have-nots, teen John B enlists his three best friends to hunt for a legendary treasure linked to his father's disappearance."
"s372","Movie","Pomegranates and Myrrh","null","2021-07-30 00:00:00","2009","TV-14","95 min","Dramas, Independent Movies, International Movies","After her husband is placed under Israeli detention, a Palestinian newlywed is left to deal with the fallout, resorting to her passion for Dabke to cope."
"s373","Movie","Rurouni Kenshin: The Beginning","null","2021-07-30 00:00:00","2021","TV-MA","138 min","Action & Adventure, International Movies","Before he was a protector, Kenshin was a fearsome assassin known as Battosai. But when he meets the gentle Tomoe Yukishiro, his story begins to change."
"s374","Movie","The Last Mercenary","null","2021-07-30 00:00:00","2021","TV-MA","112 min","Action & Adventure, Comedies, International Movies","A legendary secret agent-turned-mercenary comes out of hiding to save the son he's never met. Learning how to be a dad may be his toughest mission yet."
"s375","Movie","Flower Girl","Nigeria","2021-07-29 00:00:00","2013","TV-PG","94 min","Comedies, International Movies, Romantic Movies","When a young florist who's long dreamed of her wedding day gets dumped by her boyfriend, she sets out to win him back with help from a handsome actor."
"s376","Movie","Resort to Love","null","2021-07-29 00:00:00","2021","TV-14","102 min","Comedies, Romantic Movies","Reeling from a broken heart and career meltdown, a singer takes a gig at a swanky island resort â€” where her ex-fiancÃ© happens to be getting married."
"s377","TV Show","Transformers: War for Cybertron: Kingdom","null","2021-07-29 00:00:00","2021","TV-Y7","1 Season","Anime Series","The frantic race to locate the Allspark first culminates on a strange planet as the future comes crashing through to the present day."
"s378","Movie","Bartkowiak","Poland","2021-07-28 00:00:00","2021","TV-MA","92 min","Action & Adventure, International Movies","After his brother dies in a car crash, a disgraced MMA fighter takes over the family nightclub â€” and soon learns his sibling's death wasnâ€™t an accident."
"s379","Movie","Fantastic Fungi","United States","2021-07-28 00:00:00","2019","TV-14","81 min","Documentaries","Delve into the magical world of fungi, from mushrooms that clear oil spills to underground fungal networks that help trees communicate."
"s380","TV Show","Tattoo Redo","null","2021-07-28 00:00:00","2021","TV-MA","1 Season","Reality TV","Bad tattoos walk in. Great tattoos walk out. Top artists transform tattoo disasters into stunning cover-ups, with designs chosen by clients' loved ones."
"s381","TV Show","The Flash","United States","2021-07-28 00:00:00","2021","TV-14","7 Seasons","Crime TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy","A forensics expert who wakes from a coma with amazing new powers squares off against forces threatening the city in this live-action superhero romp."
"s382","TV Show","The Snitch Cartel: Origins","null","2021-07-28 00:00:00","2021","TV-MA","1 Season","Crime TV Shows, International TV Shows, Spanish-Language TV Shows","Over four decades, two brothers in Cali juggle family duties, multiple romances and illegal businesses, transforming from poor kids to cocaine kingpins."
"s383","TV Show","All American","United States","2021-07-27 00:00:00","2021","TV-14","3 Seasons","TV Dramas, Teen TV Shows","Culture clashes and brewing rivalries test a teen football player from South Los Angeles when heâ€™s recruited to the Beverly Hills High School team."
"s384","Movie","Department","India","2021-07-27 00:00:00","2012","TV-MA","143 min","Action & Adventure, International Movies","Two cops form a task force to take down two mobsters, but when a sinister politician enters the picture, dubious loyalties and motives come to light."
"s385","Movie","Hostage House","null","2021-07-27 00:00:00","2021","TV-14","86 min","Thrillers","A realtor and her daughter get taken captive by two fugitive criminals during an open house, forcing her to find creative ways to ensure their survival."
"s386","TV Show","How to Sell Drugs Online (Fast)","Germany","2021-07-27 00:00:00","2021","TV-MA","3 Seasons","Crime TV Shows, International TV Shows, TV Comedies","To win back his ex-girlfriend, a nerdy teen starts selling ecstasy online out of his bedroom â€“ and becomes one of Europe's biggest dealers."
"s387","TV Show","Mighty Express","United States, Canada","2021-07-27 00:00:00","2021","TV-Y","4 Seasons","Kids' TV","Catch a ride with the Mighty Express â€” a team of trains and their kid friends who overcome trouble on the tracks with quick thinking and teamwork!"
"s388","Movie","Mimi","null","2021-07-27 00:00:00","2021","TV-14","132 min","Comedies, Dramas, International Movies","An aspiring actress in a small town agrees to bear a child for a visiting couple seeking a surrogate mother, but her experience takes unexpected turns."
"s389","TV Show","Plastic Cup Boyz: Laughing My Mask Off!","null","2021-07-27 00:00:00","2021","TV-MA","1 Season","Stand-Up Comedy & Talk Shows, TV Comedies","Comedy collective The Plastic Cup Boyz pour out the punchlines in Atlanta during a trio of raw and lively stand-up specials."
"s390","Movie","The Operative","France, Israel, Germany, United States, United Kingdom","2021-07-27 00:00:00","2019","TV-MA","117 min","Dramas, International Movies, Thrillers","Working as a Mossad spy assigned to Tehran, Rachel reaches her breaking point. Now itâ€™s dangerously hard to tell whose side sheâ€™s on."
"s391","TV Show","The Walking Dead","United States","2021-07-26 00:00:00","2019","TV-MA","10 Seasons","Classic & Cult TV, TV Action & Adventure, TV Dramas","In the wake of a zombie apocalypse, survivors hold on to the hope of humanity by banding together to wage a fight for their own survival."
"s392","TV Show","Wynonna Earp","Canada, United States","2021-07-26 00:00:00","2020","TV-MA","4 Seasons","International TV Shows, TV Action & Adventure, TV Dramas","The outcast descendant of lawman Wyatt Earp teams up with an immortal Doc Holliday to rid the world of demonic revenants from the Wild West."
"s394","Movie","A Second Chance:  Rivals!","Australia","2021-07-23 00:00:00","2021","PG","91 min","Children & Family Movies, Sports Movies","Crushed when she doesn't qualify for the Olympics, a now-grown Maddy Cornell finds new purpose coaching young gymnasts going up against a rival team."
"s395","Movie","African America","null","2021-07-23 00:00:00","2021","TV-MA","97 min","Dramas, Independent Movies, International Movies","A disgruntled South African woman leaves her fiancÃ© and embezzles money from her job to pursue her dream of being a Broadway star in New York City."
"s396","Movie","Bankrolled","null","2021-07-23 00:00:00","2021","TV-MA","97 min","Comedies, International Movies","Two directionless millennial bros get high and pitch a bold new social justice app that raises millions. Then they have to come up with the app."
"s397","Movie","Blood Red Sky","null","2021-07-23 00:00:00","2021","TV-MA","123 min","Action & Adventure, Horror Movies, International Movies","When a group of terrorists hijacks an overnight transatlantic flight, a mysteriously ill woman must unleash a monstrous secret to protect her young son."
"s398","TV Show","Feels Like Ishq","null","2021-07-23 00:00:00","2021","TV-MA","1 Season","International TV Shows, Romantic TV Shows, TV Comedies","Short films follow young adults as they navigate the gamut of emotions that come with finding romantic connection in unexpected places."
"s399","Movie","Kingdom: Ashin of the North","null","2021-07-23 00:00:00","2021","TV-MA","94 min","Horror Movies, International Movies, Thrillers","Tragedy, betrayal and a mysterious discovery fuel a woman's vengeance for the loss of her tribe and family in this special episode of ""Kingdom."""
"s400","TV Show","Masters of the Universe: Revelation","null","2021-07-23 00:00:00","2021","TV-PG","1 Season","TV Action & Adventure, TV Sci-Fi & Fantasy","After a calamitous battle fractures Eternia, Teela and an unlikely alliance must prevent the end of the Universe in this sequel to the â€™80s classic."
"s401","TV Show","Revelations: The Masters of the Universe: Revelation Aftershow","null","2021-07-23 00:00:00","2021","TV-PG","1 Season","Anime Series, Stand-Up Comedy & Talk Shows","Take a behind-the-scenes look at â€œMasters of the Universe: Revelationâ€ as showrunner Kevin Smith and others interview the cast about their iconic roles."
"s402","TV Show","Sky Rojo","Spain","2021-07-23 00:00:00","2021","TV-MA","2 Seasons","International TV Shows, Spanish-Language TV Shows, TV Action & Adventure","A fatal turn of events at a brothel sends three women haunted by their pasts on a wild run from their pimp and his henchmen."
"s403","Movie","The Last Letter From Your Lover","United Kingdom","2021-07-23 00:00:00","2021","TV-MA","111 min","Dramas, Romantic Movies","After finding a trove of love letters from 1965, a reporter sets out to solve the mystery of a secret affair â€” while embarking on a romance of her own."
"s404","TV Show","The Movies That Made Us","United States","2021-07-23 00:00:00","2021","TV-MA","2 Seasons","Docuseries","These blockbusters brought us together and gave us the time of our lives. Meet the actors, directors and industry insiders who made them happen."
"s405","Movie","9to5: The Story of a Movement","null","2021-07-22 00:00:00","2021","TV-MA","85 min","Documentaries","In this documentary, female office workers in '70s Boston inspire change with a call for better pay, more opportunities and an end to sexual harassment."
"s406","Movie","Chhota Bheem - Dinosaur World","null","2021-07-22 00:00:00","2015","TV-Y","65 min","Children & Family Movies","When a scientist has trouble caring for his secret baby dinosaur, he takes Bheem and friends back in time to return the pet to its natural habitat."
"s407","Movie","Chhota Bheem - Neeli Pahaadi","null","2021-07-22 00:00:00","2013","TV-Y7","64 min","Children & Family Movies","Things get spooky when Bheem and his buddies travel to the border of Dholakpur, known for its eerie history and rumored to be haunted."
"s408","Movie","Chhota Bheem & Ganesh","null","2021-07-22 00:00:00","2009","TV-Y7","68 min","Children & Family Movies","Bheem and Lord Ganesha join forces to save Dholakpur from fire-spitting dragons, who have also captured Ganeshâ€™s mouse companion!"
"s409","Movie","Chhota Bheem & Krishna: Mayanagari","null","2021-07-22 00:00:00","2011","TV-Y7","67 min","Children & Family Movies","Young lord Krishna has fallen for demoness Maayandriâ€™s revenge plot against him! Can Bheem rescue him and thwart Maayandriâ€™s other destructive plans?"
"s410","Movie","Chhota Bheem & Krishna: Pataliputra- City of the Dead","null","2021-07-22 00:00:00","2010","TV-Y7","66 min","Children & Family Movies","Krishna needs Bheemâ€™s help: The ruined city of Pataliputra has been cursed! Can the friends do what it takes to bring light back into this town?"
"s411","Movie","Chhota Bheem And The Broken Amulet","India","2021-07-22 00:00:00","2013","TV-Y7","64 min","Children & Family Movies","When a stranger tries to steal an amulet from the palace, Bheem learns the sad story behind the ornament and heads to Africa to defeat the real villain."
"s412","Movie","Chhota Bheem And The Crown of Valhalla","null","2021-07-22 00:00:00","2013","TV-Y7","64 min","Children & Family Movies","To save the kingdom of Valhalla from invasion by Vikings, Bheem is gathering his army of friends, who are ready to put up a formidable fight!"
"s413","Movie","Chhota Bheem and the Incan Adventure","null","2021-07-22 00:00:00","2013","TV-Y7","65 min","Children & Family Movies","When Dholakpurâ€™s princess is kidnapped, Bheem is off to the land of the Incas to save her, but heâ€™s in for an even bigger challenge upon his arrival."
"s414","Movie","Chhota Bheem and The ShiNobi Secret","null","2021-07-22 00:00:00","2013","TV-Y7","64 min","Children & Family Movies","After learning of a samurai village under threat by their own emperor, Bheem sets off for Japan to offer his help."
"s415","Movie","Chhota Bheem Aur Hanuman","null","2021-07-22 00:00:00","2012","TV-Y7","68 min","Children & Family Movies","When two evil entities kidnap a princess in a plot to build a new kingdom, Bheem takes them on with the help of the courageous monkey god Hanuman."
"s416","Movie","Chhota Bheem aur Krishna","India","2021-07-22 00:00:00","2009","TV-Y7","68 min","Children & Family Movies","Centuries after the end of a conqueror's rule, he is mysteriously back from the dead. Itâ€™s up to Bheem to save Dholakpur from being taken over!"
"s417","Movie","Chhota Bheem aur Krishna vs Zimbara","null","2021-07-22 00:00:00","2013","TV-Y7","64 min","Children & Family Movies","A demon of darkness is plotting world domination â€” but when Bheem and Krishna catch wind of his plans, theyâ€™ll stop at nothing to destroy him."
"s418","Movie","Chhota Bheem in African Safari","null","2021-07-22 00:00:00","2015","TV-Y7","62 min","Children & Family Movies","Bheemâ€™s plans for an exciting African safari are interrupted when he finds that an evil ruler is using magical powers to cause drought through the land."
"s419","Movie","Chhota Bheem Ka Roosi Romanch","null","2021-07-22 00:00:00","2019","TV-Y","63 min","Children & Family Movies","A faulty transportation machine lands Chhota Bheem and his friends in Russia, where they must save a princess from an evil, power-hungry magician."
"s420","Movie","Chhota Bheem: Bheem vs Aliens","null","2021-07-22 00:00:00","2010","TV-Y7","69 min","Children & Family Movies, Sports Movies","Space invaders have kidnapped Dholakpurâ€™s king and princess! The only way Bheem can rescue them? Defeat the aliens in a cricket match."
"s421","Movie","Chhota Bheem: Dholakpur to Kathmandu","null","2021-07-22 00:00:00","2012","TV-Y7","70 min","Children & Family Movies","Bheemâ€™s holiday in Nepal takes an unexpected turn when he is called on to save a monkey cub from snow leopards and reunite him with his father."
"s422","Movie","Chhota Bheem: Dus Pe Dus","null","2021-07-22 00:00:00","2014","TV-Y7","63 min","Children & Family Movies","After a precious temple stone is stolen under his watch, Bheem trains in a special martial art to prepare for a showdown with the thief."
"s423","Movie","Chhota Bheem: Journey to Petra","null","2021-07-22 00:00:00","2011","TV-Y7","68 min","Children & Family Movies","The king has been away to meet an old friend, but when he sends for urgent help, Bheem finds himself on an action-packed rescue mission to Egypt!"
"s424","Movie","Chhota Bheem: Master of Shaolin","null","2021-07-22 00:00:00","2011","TV-Y7","74 min","Children & Family Movies","Summoned by a monk to help reclaim a temple from a dangerous leader, Bheem must master the Shaolin kung fu techniques if he wants a fighting chance!"
"s425","Movie","Chhota Bheem: The Rise of Kirmada","null","2021-07-22 00:00:00","2012","TV-Y7","68 min","Children & Family Movies","Bheem and young lord Krishna team up to protect the world against the wicked and powerful Kirmada and his equally dangerous bat army."
"s426","TV Show","Chicago Med","United States","2021-07-22 00:00:00","2019","TV-14","5 Seasons","TV Dramas","The doctors and nurses of Gaffney Chicago Medical Center juggle the busy ER's dramas and dangers in this spinoff of ""Chicago Fire"" and ""Chicago P.D."""
"s427","Movie","Cousins","New Zealand","2021-07-22 00:00:00","2021","TV-MA","99 min","Dramas","Separated as children, three cousins with an unshakeable bond confront their painful pasts and embark on an emotional journey to find each other."
"s428","Movie","Wannabe Courageous","null","2021-07-22 00:00:00","2019","TV-14","90 min","Comedies, International Movies","When his newlywed wife becomes disenchanted because he failed to protect her from danger, Omar seeks the help of a quirky psychiatrist to win her back."
"s429","Movie","Words Bubble Up Like Soda Pop","null","2021-07-22 00:00:00","2021","TV-G","87 min","Anime Features, Children & Family Movies, International Movies","After meeting one bright, sunny day, a shy boy who expresses himself through haiku and a bubbly but self-conscious girl share a brief, magical summer."
"s430","Movie","Sanitation Day","Nigeria","2021-07-21 00:00:00","2020","TV-14","105 min","Dramas, International Movies, Thrillers","Two cops must contend with the uncooperative tenants of an apartment complex as they try to solve a murder before the crime scene is wiped clean."
"s431","TV Show","Sexy Beasts","null","2021-07-21 00:00:00","2021","TV-14","1 Season","British TV Shows, International TV Shows, Reality TV","Hoping to say goodbye to superficial dating, real-life singles sport elaborate makeup and prosthetics to put true blind-date chemistry to the test."
"s432","TV Show","Too Hot to Handle: Brazil","null","2021-07-21 00:00:00","2021","TV-MA","1 Season","International TV Shows, Reality TV, Romantic TV Shows","Sizzling hot young Brazilians meet at a dreamy beach resort. But for a shot at R$500,000 in this fun reality show, they'll have to give up sex."
"s433","Movie","Trollhunters: Rise of the Titans","null","2021-07-21 00:00:00","2021","TV-Y7","106 min","Children & Family Movies","Heroes from ""Trollhunters,"" ""3Below"" and ""Wizards"" join forces to fight a shadowy enemy threatening to take over their worlds â€” and reset Earth itself."
"s434","Movie","Milkwater","United States","2021-07-20 00:00:00","2020","TV-MA","102 min","Comedies, Dramas, Independent Movies","Aimless 20-something Milo impulsively becomes a gay manâ€™s surrogate and wrestles with the emotional complexities of her non-traditional decision."
"s435","TV Show","Okupas","Argentina","2021-07-20 00:00:00","2020","TV-MA","1 Season","Classic & Cult TV, Crime TV Shows, International TV Shows","In 2000, a group of young men takes over a house in Buenos Aires, becoming squatters, while dealing with an increasingly violent and hostile city."
"s436","TV Show","Touch Your Heart","null","2021-07-20 00:00:00","2019","TV-MA","1 Season","Crime TV Shows, International TV Shows, Romantic TV Shows","Hoping to make a comeback after a bad scandal, an actress agrees to research a new role by taking a job as a secretary for a prickly attorney."
"s437","Movie","The Tambour of Retribution","Saudi Arabia","2021-07-19 00:00:00","2021","TV-14","91 min","Dramas, International Movies, Romantic Movies","In an impoverished neighborhood, the son of a swordsman falls in love with the daughter of a wedding singer â€” a taboo match in a traditional society."
"s438","Movie","Cosmic Sin","United States","2021-07-17 00:00:00","2021","R","88 min","Action & Adventure","In the year 2524, a disgraced retired general is called back into combat to help prevent an interstellar war against a hostile alien fleet."
"s439","Movie","2 Weeks in Lagos","null","2021-07-16 00:00:00","2020","TV-PG","107 min","Dramas, International Movies, Romantic Movies","A businessman returns home to Nigeria and falls in love with a friend's sister despite his familyâ€™s plan for him to marry a politicianâ€™s daughter."
"s440","Movie","Deep","Thailand","2021-07-16 00:00:00","2021","TV-MA","101 min","Dramas, International Movies, Thrillers","Four insomniac med school students are lured into a neuroscience experiment that spirals out of control â€” and must find a way out before itâ€™s too late."
"s441","TV Show","Explained","United States","2021-07-16 00:00:00","2021","TV-MA","3 Seasons","Docuseries, Science & Nature TV","This enlightening series from Vox digs into a wide range of topics such as the rise of cryptocurrency, why diets fail, and the wild world of K-pop."
"s442","Movie","Fear Street Part 3: 1666","null","2021-07-16 00:00:00","2021","R","114 min","Horror Movies, LGBTQ Movies","Thrust back to 1666, Deena learns the truth about Sarah Fier. Back in 1994, the friends fight for their lives â€” and Shadysideâ€™s future."
"s443","TV Show","Johnny Test","United States, Canada","2021-07-16 00:00:00","2021","TV-Y7","1 Season","Kids' TV, TV Comedies","How much trouble could one imaginative boy, his faithful dog and two science-loving sisters possibly get into? Hmm, that sounds like a challenge!"
"s444","Movie","La ley de Herodes","null","2021-07-16 00:00:00","1999","R","123 min","Comedies, International Movies","Following the brutal 1949 murder of a small Mexican town's mayor, genteel and humble janitor Juan Vargas is appointed his successor."
"s445","TV Show","Naomi Osaka","null","2021-07-16 00:00:00","2021","TV-14","1 Season","Docuseries","This intimate series follows Naomi Osaka as she explores her cultural roots and navigates her multifaceted identity as a tennis champ and rising leader."
"s446","Movie","The Beguiled","United States","2021-07-16 00:00:00","2017","R","94 min","Dramas, Independent Movies, Thrillers","During the Civil War, a wounded Union soldier takes refuge at a Southern girls school, rupturing the calm amid growing sexual tension and infighting."
"s447","Movie","The Book of Henry","United States","2021-07-16 00:00:00","2017","PG-13","105 min","Dramas","An 11-year-old vows to help a new neighbor who he suspects is in danger, and documents his efforts in a series of written entries and audio recordings."
"s448","Movie","The Twilight Saga: Breaking Dawn: Part 1","United States","2021-07-16 00:00:00","2011","PG-13","117 min","Dramas, Romantic Movies","After a dream wedding, Bella and Edward enter a new nightmare when a shocking development forces life-or-death decisions."
"s449","Movie","The Twilight Saga: Breaking Dawn: Part 2","United States","2021-07-16 00:00:00","2012","PG-13","115 min","Dramas, Romantic Movies","In the epic series' final chapter, Bella and Edward's newborn daughter forces the couple into a life-altering confrontation with the Volturi."
"s450","Movie","The Twilight Saga: Eclipse","United States","2021-07-16 00:00:00","2010","PG-13","124 min","Dramas, Romantic Movies","With a bloodthirsty enemy on a quest for revenge, Bella must reconcile her love for vampire Edward and her growing feelings for werewolf Jacob."
"s451","Movie","The Twilight Saga: New Moon","United States","2021-07-16 00:00:00","2009","PG-13","131 min","Dramas, Romantic Movies","Still reeling from the departure of vampire Edward Cullen, a heartbroken Bella Swan finds comfort in her friendship with werewolf Jacob Black."
"s452","Movie","Twilight","United States","2021-07-16 00:00:00","2008","PG-13","122 min","Action & Adventure, Dramas, Romantic Movies","When Bella Swan moves in with her father, she starts school and meets Edward, a mysterious classmate who reveals himself to be a 108-year-old vampire."
"s453","Movie","A Perfect Fit","Indonesia","2021-07-15 00:00:00","2021","TV-PG","113 min","Comedies, Dramas, International Movies","Sparks fly when a fashion blogger in Bali meets a gifted shoemaker, leading her to question her commitment to her fiancÃ©."
"s454","TV Show","BEASTARS","Japan","2021-07-15 00:00:00","2021","TV-MA","2 Seasons","Anime Series, International TV Shows","In a world where beasts of all kinds coexist, a gentle wolf awakens to his own predatory urges as his school deals with a murder within its midst."
"s455","Movie","Cheech & Chong's Still Smokin","null","2021-07-15 00:00:00","1983","TV-MA","91 min","Comedies, Cult Movies","Stoner comedians Cheech Marin and Tommy Chong arrive in Amsterdam to find they've been mistakenly invited, then take the stage live as a replacement act."
"s456","Movie","Emicida: AmarElo - Live in SÃ£o Paulo","null","2021-07-15 00:00:00","2021","TV-MA","100 min","Documentaries, International Movies, Music & Musicals","Brazilian rapper Emicida brings his progressive rhymes and eclectic beats to SÃ£o Paulo's Theatro Municipal as he performs hits from the album ""AmarElo."""
"s457","TV Show","Her Private Life","South Korea","2021-07-15 00:00:00","2019","TV-14","1 Season","International TV Shows, Romantic TV Shows, TV Comedies","An art curator's life unravels, as she tries to keep her pastime as a die-hard K-pop fan secret from her gallery's new director."
"s458","Movie","Lift Like a Girl","Egypt, Denmark, Germany","2021-07-15 00:00:00","2021","TV-PG","93 min","Documentaries, International Movies, Sports Movies","With the guidance of her relentless coach, a teen weightlifter emerges from a scrappy training camp in Egypt to compete at the championship level."
"s459","Movie","My Amanda","null","2021-07-15 00:00:00","2021","TV-14","90 min","Dramas, International Movies, Romantic Movies","Two unusually close friends share every aspect of their lives together. As their lives evolve, their bond remains the only constant."
"s460","TV Show","Never Have I Ever","United States","2021-07-15 00:00:00","2021","TV-14","2 Seasons","TV Comedies, TV Dramas, Teen TV Shows","After a traumatic year, all an Indian-American teen wants is to go from pariah to popular â€” but friends, family and feelings wonâ€™t make it easy on her."
"s461","Movie","Surf's Up","United States, Canada","2021-07-15 00:00:00","2007","PG","86 min","Children & Family Movies, Comedies, Sports Movies","This Oscar-nominated animated comedy goes behind the scenes at the Penguin World Surfing Championship to get a close-up look at the inventors of surfing."
"s462","Movie","The Unknown Saint","null","2021-07-15 00:00:00","2019","TV-14","100 min","Comedies, Dramas, Independent Movies","Following a stint behind bars, a thief returns to where he buried his loot, only to find that his hiding spot is now a shrine to an unknown saint."
"s463","Movie","This Changes Everything","United States","2021-07-15 00:00:00","2019","TV-MA","96 min","Documentaries","This documentary takes a deep look at gender disparity in Hollywood through the eyes of well-known actresses and female filmmakers."
"s464","Movie","A Classic Horror Story","Italy","2021-07-14 00:00:00","2021","TV-MA","95 min","Horror Movies, International Movies","In this gruesome suspense film, strangers traveling in southern Italy become stranded in the woods, where they must fight desperately to get out alive."
"s465","Movie","Gunpowder Milkshake","null","2021-07-14 00:00:00","2021","R","115 min","Action & Adventure, Comedies","When an assassin veers off mission to rescue a child, she triggers a war with a powerful crime syndicate â€” and reunites a gun-wielding sisterhood."
"s466","TV Show","Heist","null","2021-07-14 00:00:00","2021","TV-MA","1 Season","Crime TV Shows, Docuseries","Millions in stolen cash. Missing luxury bourbon. Watch ordinary people almost get away with these extraordinary heists in this true crime series."
"s467","TV Show","My Unorthodox Life","null","2021-07-14 00:00:00","2021","TV-MA","1 Season","Reality TV","Follow Julia Haart, Elite World Group CEO and a former member of an ultra-Orthodox Jewish community, and her adult kids in this reality series."
"s468","Movie","Private Network: Who Killed Manuel BuendÃ­a?","null","2021-07-14 00:00:00","2021","TV-MA","100 min","Documentaries, International Movies","A deep dive into the work of renowned Mexican journalist Manuel BuendÃ­a looks to unravel his murder and the ties between politics and drug trafficking."
"s469","Movie","The Guide to the Perfect Family","null","2021-07-14 00:00:00","2021","TV-MA","102 min","Comedies, Dramas, International Movies","A couple in QuÃ©bec deals with the pitfalls, pressure and high expectations of raising kids in a society obsessed with success and social media image."
"s470","Movie","American Woman","United States, Canada","2021-07-13 00:00:00","2019","TV-MA","87 min","Dramas, Independent Movies","In rural Pennsylvania, a working-class single mom must pick up the pieces and step up to raise her grandson after her daughter suddenly disappears."
"s471","Movie","Bridgerton - The Afterparty","null","2021-07-13 00:00:00","2021","TV-14","39 min","Movies","""Bridgerton"" cast members share behind-the-scenes stories from the hit show, plus comedian Nikki Glaser breaks down the costume drama's sexiest moments."
"s472","Movie","Day of Destiny","null","2021-07-13 00:00:00","2021","TV-PG","110 min","Children & Family Movies, Dramas, International Movies","With their family facing financial woes, two teen brothers seize an opportunity to reverse their bad fortunes by traveling 20 years back in time."
"s473","TV Show","Ridley Jones","United States","2021-07-13 00:00:00","2021","TV-Y","1 Season","Kids' TV","Curious kid Ridley and her friends protect the Museum of Natural Historyâ€™s treasures and keep its magical secret safe: Everything comes alive at night!"
"s474","Movie","Born to Play","United States","2021-07-12 00:00:00","2020","TV-MA","93 min","Documentaries, Sports Movies","This documentary follows the Boston Renegades â€” an all-woman, tackle football team â€” as they risk their time, families and day jobs for the game."
"s475","Movie","American Ultra","United States, Switzerland","2021-07-10 00:00:00","2015","R","96 min","Action & Adventure, Comedies","He's just a weed fiend going nowhere, or so he thinks. When the CIA tries to eliminate him, his long-dormant superspy training comes roaring back."
"s476","Movie","The Stand-Up","null","2021-07-10 00:00:00","2019","TV-MA","93 min","Stand-Up Comedy","Members of the comedy group Na StojÃ¡ka take the stage and the mic by storm for a special night of stand-up comedy."
"s477","Movie","The Tour","null","2021-07-10 00:00:00","2016","TV-MA","93 min","Comedies, Documentaries, International Movies","MiloÅ¡ Knor brings comedians LukÃ¡Å¡ PavlÃ¡sek, TomÃ¡Å¡ Matonoha, Ester KoÄiÄkovÃ¡, Michal KavalÄÃ­k and Richard NedvÄ›d on a tour around the Czech Republic."
"s478","TV Show","Atypical","United States","2021-07-09 00:00:00","2021","TV-14","4 Seasons","TV Comedies, TV Dramas, Teen TV Shows","When a teen on the autism spectrum decides to get a girlfriend, his bid for more independence puts his whole family on a path of self-discovery."
"s479","TV Show","Biohackers","Germany","2021-07-09 00:00:00","2021","TV-MA","2 Seasons","International TV Shows, TV Dramas, TV Sci-Fi & Fantasy","A medical student enters a top German university on a secret mission to uncover a conspiracy linking a family tragedy to a visionary biology professor."
"s480","Movie","Fear Street Part 2: 1978","null","2021-07-09 00:00:00","2021","R","111 min","Horror Movies","In the cursed town of Shadyside, a killer's murder spree terrorizes Camp Nightwing and turns a summer of fun into a gruesome fight for survival."
"s481","Movie","Finding Hubby","null","2021-07-09 00:00:00","2020","TV-14","105 min","Comedies, Dramas, International Movies","Oyin and her two close friends are on the hunt for husbands, but find that they must grapple with their own expectations as they look for love."
"s482","Movie","How I Became a Superhero","null","2021-07-09 00:00:00","2021","TV-MA","101 min","Action & Adventure, Dramas, International Movies","In a world where humans and superheroes coexist, a lone wolf cop teams up with a bright detective to dismantle a dark plot to extract superpowers."
"s483","TV Show","How to Become a Tyrant","null","2021-07-09 00:00:00","2021","TV-MA","1 Season","Docuseries","Ruling with an iron fist requires an aspiring dictator to know the playbook for absolute power, as history's despots prove in this sardonic docuseries."
"s484","Movie","Last Summer","null","2021-07-09 00:00:00","2021","TV-MA","102 min","Dramas, International Movies, Romantic Movies","During summer vacation in a beachside town, 16-year-old Deniz seeks the affection of his childhood crush and navigates a love triangle."
"s485","Movie","Lee Su-geun: The Sense Coach","null","2021-07-09 00:00:00","2021","TV-G","46 min","Stand-Up Comedy","Lee Su-geun's rise to Korean comedy stardom went hand in hand with his mastery over picking up social cues. Now, he's ready to share his know-hows."
